Unique Identifier,Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2
Transaction 5191,ECTQ.S1AG1222,2008.06,199,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5192,ECTQ.S1AG1222,2008.09,197.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5193,ECTQ.S1AG1222,2008.12,269.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5194,ECTQ.S1AG1222,2009.03,234.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5195,ECTQ.S1AG1222,2009.06,224.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5196,ECTQ.S1AG1222,2009.09,226.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5197,ECTQ.S1AG1222,2009.12,288.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5198,ECTQ.S1AG1222,2010.03,243.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5199,ECTQ.S1AG1222,2010.06,221.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5200,ECTQ.S1AG1222,2010.09,215.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5201,ECTQ.S1AG1222,2010.12,299,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5202,ECTQ.S1AG1222,2011.03,257.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5203,ECTQ.S1AG1222,2011.06,247.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5204,ECTQ.S1AG1222,2011.09,249.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5205,ECTQ.S1AG1222,2011.12,317.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5206,ECTQ.S1AG1222,2012.03,272.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5207,ECTQ.S1AG1222,2012.06,262.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5208,ECTQ.S1AG1222,2012.09,263.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5209,ECTQ.S1AG1222,2012.12,341.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5210,ECTQ.S1AG1222,2013.03,300.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5211,ECTQ.S1AG1222,2013.06,277.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5212,ECTQ.S1AG1222,2013.09,275.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5213,ECTQ.S1AG1222,2013.12,362.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5214,ECTQ.S1AG1222,2014.03,310.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5215,ECTQ.S1AG1222,2014.06,295.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5216,ECTQ.S1AG1222,2014.09,287.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5217,ECTQ.S1AG1222,2014.12,380.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5218,ECTQ.S1AG1222,2015.03,331.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5219,ECTQ.S1AG1222,2015.06,315.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5220,ECTQ.S1AG1222,2015.09,314.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5221,ECTQ.S1AG1222,2015.12,419.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5222,ECTQ.S1AG1222,2016.03,367.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5223,ECTQ.S1AG1222,2016.06,343.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5224,ECTQ.S1AG1222,2016.09,343.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5225,ECTQ.S1AG1222,2016.12,449.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5226,ECTQ.S1AG1222,2017.03,392.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5227,ECTQ.S1AG1222,2017.06,373.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5228,ECTQ.S1AG1222,2017.09,375.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5229,ECTQ.S1AG1222,2017.12,499.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5230,ECTQ.S1AG1222,2018.03,436.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5231,ECTQ.S1AG1222,2018.06,402.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5232,ECTQ.S1AG1222,2018.09,401.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5233,ECTQ.S1AG1222,2018.12,535.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5234,ECTQ.S1AG1222,2019.03,466,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5235,ECTQ.S1AG1222,2019.06,430.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5236,ECTQ.S1AG1222,2019.09,420.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5237,ECTQ.S1AG1222,2019.12,563.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5238,ECTQ.S1AG1222,2020.03,521.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5239,ECTQ.S1AG1222,2020.06,379.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5240,ECTQ.S1AG1222,2020.09,524.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Liquor
Transaction 5241,ECTQ.S1SG1222,2007.06,208.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5242,ECTQ.S1SG1222,2007.09,216.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5243,ECTQ.S1SG1222,2007.12,220.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5244,ECTQ.S1SG1222,2008.03,218.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5245,ECTQ.S1SG1222,2008.06,217.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5246,ECTQ.S1SG1222,2008.09,219,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5247,ECTQ.S1SG1222,2008.12,227.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5248,ECTQ.S1SG1222,2009.03,236.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5249,ECTQ.S1SG1222,2009.06,244.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5250,ECTQ.S1SG1222,2009.09,249,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5251,ECTQ.S1SG1222,2009.12,246.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5252,ECTQ.S1SG1222,2010.03,243.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5253,ECTQ.S1SG1222,2010.06,240.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5254,ECTQ.S1SG1222,2010.09,238.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5255,ECTQ.S1SG1222,2010.12,251.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5256,ECTQ.S1SG1222,2011.03,262.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5257,ECTQ.S1SG1222,2011.06,268,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5258,ECTQ.S1SG1222,2011.09,271.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5259,ECTQ.S1SG1222,2011.12,270,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5260,ECTQ.S1SG1222,2012.03,270.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5261,ECTQ.S1SG1222,2012.06,283.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5262,ECTQ.S1SG1222,2012.09,291.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5263,ECTQ.S1SG1222,2012.12,295.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5264,ECTQ.S1SG1222,2013.03,298.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5265,ECTQ.S1SG1222,2013.06,299.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5266,ECTQ.S1SG1222,2013.09,307.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5267,ECTQ.S1SG1222,2013.12,310.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5268,ECTQ.S1SG1222,2014.03,311,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5269,ECTQ.S1SG1222,2014.06,318.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5270,ECTQ.S1SG1222,2014.09,319.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5271,ECTQ.S1SG1222,2014.12,323.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5272,ECTQ.S1SG1222,2015.03,334.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5273,ECTQ.S1SG1222,2015.06,340.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5274,ECTQ.S1SG1222,2015.09,347.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5275,ECTQ.S1SG1222,2015.12,359.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5276,ECTQ.S1SG1222,2016.03,363.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5277,ECTQ.S1SG1222,2016.06,370.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5278,ECTQ.S1SG1222,2016.09,377.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5279,ECTQ.S1SG1222,2016.12,382.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5280,ECTQ.S1SG1222,2017.03,393.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5281,ECTQ.S1SG1222,2017.06,403.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5282,ECTQ.S1SG1222,2017.09,416.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5283,ECTQ.S1SG1222,2017.12,428.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5284,ECTQ.S1SG1222,2018.03,433.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5285,ECTQ.S1SG1222,2018.06,435.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5286,ECTQ.S1SG1222,2018.09,448.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5287,ECTQ.S1SG1222,2018.12,461.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5288,ECTQ.S1SG1222,2019.03,460,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5289,ECTQ.S1SG1222,2019.06,465.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5290,ECTQ.S1SG1222,2019.09,472.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5291,ECTQ.S1SG1222,2019.12,482.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5292,ECTQ.S1SG1222,2020.03,514.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5293,ECTQ.S1SG1222,2020.06,379.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5294,ECTQ.S1SG1222,2020.09,524.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Liquor
Transaction 5295,ECTQ.S1AG1310,2007.06,1096.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5296,ECTQ.S1AG1310,2007.09,1136.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5297,ECTQ.S1AG1310,2007.12,1368.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5298,ECTQ.S1AG1310,2008.03,1123.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5299,ECTQ.S1AG1310,2008.06,1080.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5300,ECTQ.S1AG1310,2008.09,1201.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5301,ECTQ.S1AG1310,2008.12,1485.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5302,ECTQ.S1AG1310,2009.03,1195.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5303,ECTQ.S1AG1310,2009.06,1169.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5304,ECTQ.S1AG1310,2009.09,1207.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5305,ECTQ.S1AG1310,2009.12,1504.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5306,ECTQ.S1AG1310,2010.03,1214.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5307,ECTQ.S1AG1310,2010.06,1201.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5308,ECTQ.S1AG1310,2010.09,1260.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5309,ECTQ.S1AG1310,2010.12,1512.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5310,ECTQ.S1AG1310,2011.03,1234.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5311,ECTQ.S1AG1310,2011.06,1256,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5312,ECTQ.S1AG1310,2011.09,1271.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5313,ECTQ.S1AG1310,2011.12,1599,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5314,ECTQ.S1AG1310,2012.03,1293.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5315,ECTQ.S1AG1310,2012.06,1301,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5316,ECTQ.S1AG1310,2012.09,1319.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5317,ECTQ.S1AG1310,2012.12,1685.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5318,ECTQ.S1AG1310,2013.03,1347,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5319,ECTQ.S1AG1310,2013.06,1389.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5320,ECTQ.S1AG1310,2013.09,1390.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5321,ECTQ.S1AG1310,2013.12,1802,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5322,ECTQ.S1AG1310,2014.03,1419.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5323,ECTQ.S1AG1310,2014.06,1436.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5324,ECTQ.S1AG1310,2014.09,1443,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5325,ECTQ.S1AG1310,2014.12,1887.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5326,ECTQ.S1AG1310,2015.03,1518.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
